DP05 ACS Demographic and Housing Estimates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2012 American Community Survey 5-Year Estimates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Districts and Neighborhood Tabulation Areas (NTAs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demographic and Housing Subjects,BK Community District 1,,,,,,,,,,,,,,,,BK Community District 2,,,,,,,,,,,,,,,,BK Community District 3,,,,,,,,BK Community District 4,,,,,,,,,,,,BK Community District 5,,,,,,,,,,,,BK Community District 6,,,,,,,,BK Community District 7,,,,,,,,,,,,BK Community District 8,,,,,,,,BK Community District 9,,,,,,,,BK Community District 10,,,,,,,,BK Community District 11,,,,,,,,,,,,BK Community District 12,,,,,,,,,,,,BK Community District 13,,,,,,,,,,,,,,,,BK Community District 14,,,,,,,,BK Community District 15,,,,,,,,,,,,BK Community District 16,,,,,,,,,,,,BK Community District 17,,,,,,,,,,,,BK Community District 18,,,,,,,,,,,,BX Community Districts 1 & 2,,,,,,,,,,,,,,,,,,,,BX Community Districts 3 & 6,,,,,,,,,,,,,,,,,,,,BX Community District 4,,,,,,,,,,,,BX Community District 5,,,,,,,,,,,,BX Community District 7,,,,,,,,,,,,BX Community District 8,,,,,,,,,,,,BX Community District 9,,,,,,,,,,,,,,,,,,,,BX Community District 10,,,,,,,,,,,,BX Community District 11,,,,,,,,,,,,,,,,BX Community District 12,,,,,,,,,,,,,,,,MN Community Districts 1 & 2,,,,,,,,,,,,MN Community District 3,,,,,,,,,,,,MN Community Districts 4 & 5,,,,,,,,,,,,MN Community District 6,,,,,,,,,,,,,,,,MN Community District 7,,,,,,,,MN Community District 8,,,,,,,,,,,,MN Community District 9,,,,,,,,,,,,MN Community District 10,,,,,,,,MN Community District 11,,,,,,,,MN Community District 12,,,,,,,,,,,,,,,,QN Community District 1,,,,,,,,,,,,,,,,,,,,QN Community District 2,,,,,,,,,,,,QN Community District 3,,,,,,,,,,,,,,,,QN Community District 4,,,,,,,,QN Community District 5,,,,,,,,,,,,,,,,QN Community District 6,,,,,,,,QN Community District 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,QN Community District 8,,,,,,,,,,,,,,,,,,,,QN Community District 9,,,,,,,,,,,,QN Community District 10,,,,,,,,,,,,QN Community District 11,,,,,,,,,,,,,,,,QN Community District 12,,,,,,,,,,,,,,,,,,,,,,,,QN Community District 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,QN Community District 14,,,,,,,,,,,,SI Community District 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI Community District 2,,,,,,,,,,,,,,,,,,,,SI Community District 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BK72 Williamsburg,,,,BK73 North Side-South Side,,,,BK76 Greenpoint,,,,BK90 East Williamsburg,,,,BK09 Brooklyn Heights-Cobble Hill,,,,BK38 DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,,,,BK68 Fort Greene,,,,BK69 Clinton Hill,,,,BK35 Stuyvesant Heights,,,,BK75 Bedford,,,,BK77 Bushwick North,,,,BK78 Bushwick South,,,,BK99 park-cemetery-etc-Brooklyn,,,,BK82 East New York,,,,BK83 Cypress Hills-City Line,,,,BK93 Starrett City,,,,BK33 Carroll Gardens-Columbia Street-Red Hook,,,,BK37 Park Slope-Gowanus,,,,BK32 Sunset Park West,,,,BK34 Sunset Park East,,,,BK40 Windsor Terrace,,,,BK61 Crown Heights North,,,,BK64 Prospect Heights,,,,BK60 Prospect Lefferts Gardens-Wingate,,,,BK63 Crown Heights South,,,,BK30 Dyker Heights,,,,BK31 Bay Ridge,,,,BK27 Bath Beach,,,,BK28 Bensonhurst West,,,,BK29 Bensonhurst East,,,,BK41 Kensington-Ocean Parkway,,,,BK46 Ocean Parkway South,,,,BK88 Borough Park,,,,BK19 Brighton Beach,,,,BK21 Seagate-Coney Island,,,,BK23 West Brighton,,,,BK26 Gravesend,,,,BK42 Flatbush,,,,BK43 Midwood,,,,BK17 Sheepshead Bay-Gerritsen Beach-Manhattan Bch,,,,BK25 Homecrest,,,,BK44 Madison,,,,BK79 Ocean Hill,,,,BK81 Brownsville,,,,BK85 East New York (Pennsylvania Ave),,,,BK91 East Flatbush-Farragut,,,,BK95 Erasmus,,,,BK96 Rugby-Remsen Village,,,,BK45 Georgetown-Marine Park-Bergen Beach-Mill Basin,,,,BK50 Canarsie,,,,BK58 Flatlands,,,,BX27 Hunts Point,,,,BX33 Longwood,,,,BX34 Melrose South-Mott Haven North,,,,BX39 Mott Haven-Port Morris,,,,BX98 Rikers Island1,,,,BX01 Claremont-Bathgate,,,,BX06 Belmont,,,,BX17 East Tremont,,,,BX35 Morrisania-Melrose,,,,BX75 Crotona Park East,,,,BX14 East Concourse-Concourse Village,,,,BX26 Highbridge,,,,BX63 West Concourse,,,,BX36 University Heights-Morris Heights,,,,BX40 Fordham South,,,,BX41 Mount Hope,,,,BX05 Bedford Park-Fordham North,,,,BX30 Kingsbridge Heights,,,,BX43 Norwood,,,,BX22 North Riverdale-Fieldston-Riverdale,,,,BX28 Van Cortlandt Village,,,,BX29 Spuyten Duyvil-Kingsbridge,,,,BX08 West Farms-Bronx River,,,,BX09 Soundview-Castle Hill-Clason Point-Harding Park,,,,BX46 Parkchester,,,,BX55 Soundview-Bruckner,,,,BX59 Westchester-Unionport,,,,BX10 Pelham Bay-Country Club-City Island,,,,BX13 Co-op City,,,,BX52 Schuylerville-Throgs Neck-Edgewater Park,,,,BX07 Bronxdale,,,,BX31 Allerton-Pelham Gardens,,,,BX37 Van Nest-Morris Park-Westchester Square,,,,BX49 Pelham Parkway,,,,BX03 Eastchester-Edenwald-Baychester,,,,BX44 Williamsbridge-Olinville,,,,BX62 Woodlawn-Wakefield,,,,BX99 park-cemetery-etc-Bronx,,,,MN23 West Village,,,,MN24 SoHo-TriBeCa-Civic Center-Little Italy,,,,MN25 Battery Park City-Lower Manhattan,,,,MN22 East Village,,,,MN27 Chinatown,,,,MN28 Lower East Side,,,,MN13 Hudson Yards-Chelsea-Flat Iron-Union Square,,,,MN15 Clinton,,,,MN17 Midtown-Midtown South,,,,MN19 Turtle Bay-East Midtown,,,,MN20 Murray Hill-Kips Bay,,,,MN21 Gramercy,,,,MN50 Stuyvesant Town-Cooper Village,,,,MN12 Upper West Side,,,,MN14 Lincoln Square,,,,MN31 Lenox Hill-Roosevelt Island,,,,MN32 Yorkville,,,,MN40 Upper East Side-Carnegie Hill,,,,MN04 Hamilton Heights,,,,MN06 Manhattanville,,,,MN09 Morningside Heights,,,,MN03 Central Harlem North-Polo Grounds,,,,MN11 Central Harlem South,,,,MN33 East Harlem South,,,,MN34 East Harlem North,,,,MN01 Marble Hill2-Inwood,,,,MN35 Washington Heights North,,,,MN36 Washington Heights South,,,,MN99 park-cemetery-etc-Manhattan,,,,QN68 Queensbridge-Ravenswood-Long Island City,,,,QN70 Astoria,,,,QN71 Old Astoria,,,,QN72 Steinway,,,,QN99 park-cemetery-etc-Queens,,,,QN31 Hunters Point-Sunnyside-West Maspeth,,,,QN50 Elmhurst-Maspeth,,,,QN63 Woodside,,,,QN26 North Corona,,,,QN27 East Elmhurst,,,,QN28 Jackson Heights,,,,QN98 Airport,,,,QN25 Corona,,,,QN29 Elmhurst,,,,QN19 Glendale,,,,QN20 Ridgewood,,,,QN21 Middle Village,,,,QN30 Maspeth,,,,QN17 Forest Hills,,,,QN18 Rego Park,,,,QN22 Flushing,,,,QN23 College Point,,,,QN47 Ft. Totten-Bay Terrace-Clearview,,,,QN49 Whitestone,,,,QN51 Murray Hill,,,,QN52 East Flushing,,,,QN62 Queensboro Hill,,,,QN06 Jamaica Estates-Holliswood,,,,QN35 Briarwood-Jamaica Hills,,,,QN37 Kew Gardens Hills,,,,QN38 Pomonok-Flushing Heights-Hillcrest,,,,QN41 Fresh Meadows-Utopia,,,,QN53 Woodhaven,,,,QN54 Richmond Hill,,,,QN60 Kew Gardens,,,,QN55 South Ozone Park,,,,QN56 Ozone Park,,,,QN57 Lindenwood-Howard Beach,,,,QN42 Oakland Gardens,,,,QN45 Douglas Manor-Douglaston-Little Neck,,,,QN46 Bayside-Bayside Hills,,,,QN48 Auburndale,,,,QN01 South Jamaica,,,,QN02 Springfield Gardens North,,,,QN07 Hollis,,,,QN08 St. Albans,,,,QN61 Jamaica,,,,QN76 Baisley Park,,,,QN03 Springfield Gardens South-Brookville,,,,QN05 Rosedale,,,,QN33 Cambria Heights,,,,QN34 Queens Village,,,,QN43 Bellerose,,,,QN44 Glen Oaks-Floral Park-New Hyde Park,,,,QN66 Laurelton,,,,QN10 Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,,,,QN12 Hammels-Arverne-Edgemere,,,,QN15 Far Rockaway-Bayswater,,,,SI07 Westerleigh,,,,SI08 Grymes Hill-Clifton-Fox Hills,,,,SI12 Mariner's Harbor-Arlington-Port Ivory-Graniteville,,,,SI22 West New Brighton-New Brighton-St. George,,,,SI28 Port Richmond,,,,SI35 New Brighton-Silver Lake,,,,SI37 Stapleton-Rosebank,,,,SI05 New Springville-Bloomfield-Travis,,,,SI14 Grasmere-Arrochar-Ft. Wadsworth,,,,SI24 Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,,,,SI36 Old Town-Dongan Hills-South Beach,,,,SI45 New Dorp-Midland Beach,,,,SI01 Annadale-Huguenot-Prince's Bay-Eltingville,,,,SI11 Charleston-Richmond Valley-Tottenville,,,,SI25 Oakwood-Oakwood Beach,,,,SI32 Rossville-Woodrow,,,,SI48 Arden Heights,,,,SI54 Great Kills,,,,SI99 park-cemetery-etc-Staten Island,,,
,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-,Estimate,Estimate MOE+/-,Percent,Percent MOE+/-
